x0,x1,x2,x3,x4,x5,x6,x7,y
-0.7948223360289677,0.1050808461330958,0.0272380490696768,-0.798572057782463,-0.7247525121673215,0.7876499972394893,0.9061008048040784,0.492134837506903,1
-0.2243788648675569,0.498887069334109,0.1940308875634382,-0.4564673377672875,0.427528857589996,0.5892317151568067,-0.3057286689346858,0.2362428081702974,1
-1.4791778914962836,0.5346783354147193,-0.4644369748565645,-0.0034292100031268,0.9661704836728794,0.440484411715515,-0.5612968163925882,-0.4620001368540932,1
1.008793539242132,-0.5225464789865764,0.3722881032298956,0.7174616728155041,-0.7732964810113417,-1.094795493709693,-0.0878021206107709,0.1213517895525238,0
-0.9168889048531556,-0.7939035419211684,-0.0255962288681589,0.5274183379774073,-0.3365756296710734,-0.854048671207238,-0.062064044973254,-0.6878167261888967,1
-0.4744188929811973,-0.157234625415384,0.0102544903542729,-0.0467642750041799,0.5139835907058296,-0.1016340974277336,0.4316163903878441,0.0122732973811395,1
-0.117036778814466,-0.5607503618387483,-0.2594100666694681,0.5282966901749079,0.0622336493606707,-0.5489435986494261,-0.401827805957189,-0.4601942718578067,1
-1.6702787651937891,0.5579587548896341,-0.2190444521731946,-0.1915303649024205,0.2444169884586619,-0.0490551907881622,0.2603942066866557,-0.1102899526990488,1
-0.8155518299578509,0.6876489317617202,-0.143474333134468,-0.5074805638584914,-0.9146147544322946,0.1567218618823013,-0.0747511844953429,-0.4162728770196476,1
0.5946189112106147,0.0296875430362022,0.0525577728676916,-0.3675945313500032,-0.5268478737836108,0.624262277106233,0.062022980455335,0.2330217275921674,1
-0.3578624970632518,0.3984917636048297,-0.2601796661325328,-0.5351160375508734,-1.411992577150224,0.6138585823576687,0.1135551857752476,-0.463104202736639,1
1.54300264397182,-0.2901110855980515,-0.3971777916339084,0.9248875328714156,0.4938445318093233,-0.7929598704748207,-0.1103038495442324,-0.1967155510365128,0
-0.4065816146566155,-0.3539975334043837,0.7792559614648916,0.461205365416108,-1.106957080232599,-0.4721242962533614,-0.4313841096571247,0.0560245718354112,0
-0.3917726905089462,-0.0768639932579039,0.2874787947494108,-0.3564533690684069,0.6714743369246788,0.1762071721871799,0.0857505385963521,0.7461172977389418,1
0.540580353720926,-0.1363093389606737,-0.6424548311594896,0.3994456888601244,-0.1365811606000648,-0.8424806311354378,-0.2957618756596015,-0.5178968750902518,0
0.1296280659449949,-0.5622145224181816,0.545517027847718,0.903898545288284,0.2660907257830598,-0.7200307310296876,-0.6685958401171006,0.0090135223843031,0
0.560625573070783,-0.7639723453483862,0.9044430031416856,0.2993573125779464,-0.6358024316850801,0.0513618339027353,0.2830712233314856,0.1169607526129691,1
-1.017129116837496,0.7592057959948377,-0.083367945206515,-0.7150658007961259,-1.0003580464325927,1.1675272723213204,0.827470779231486,0.150571874247647,0
1.4456063118075564,-0.5276706923513527,-0.2396550267632994,-0.1809787274684413,-1.2226521496569185,-0.0638864231760531,0.7601257441853381,0.2324134578309399,0
0.9212291188835702,-0.2361789252306605,0.1740895065618816,0.3651021657398332,0.8155231438811669,-0.8866748252441272,0.2888352004058563,-0.1037159520894569,0
-0.5237565051984361,0.6050901845849341,0.5607603048363989,-0.6359710200716561,-0.5499902902598328,0.921343550621338,1.0238059531017407,-0.346512695322674,1
0.6822623135815464,-0.2941789028288821,0.1305077268489111,-0.3815247392469674,-1.1813497770628318,0.1364692351826012,0.7395816145743384,-0.4522776035643908,0
-1.4031009943776709,-0.4497246619468937,0.30208641302051,0.2596410078297053,-0.2563424691069613,-0.5267716820852681,0.1859304834949386,0.2448690763415417,1
-0.0518127173438832,-0.6150772382558143,-0.2590507636445048,0.4705950350962324,-0.668683703459119,-0.3682536971157715,0.2021371529737014,-0.0471754958290015,1
-0.6809185617632918,0.3419571379517608,0.5145788181830194,-0.3099575389174756,1.8189546913991843,0.1648439470815931,0.4618809952584768,0.8374234119009484,0
1.520637113556388,-0.0909390796106577,-0.1450384449652001,-0.0157984349197151,0.6519539667877808,-0.3801764823570373,0.8710209584211765,0.2512131419435717,1
-0.8805012182752439,-0.1780279171518603,0.410092380414417,0.444083647115667,-0.6542813531232076,-0.4521499962202033,0.016671247557976,0.0777809244042422,0
-2.0706809990476605,0.5511783991087505,0.9586998274614256,-0.5960117382301022,-0.8300896514569421,0.718085191781135,0.6806146856356406,0.793137668718001,1
0.831115949968102,-0.0747680254908471,0.22603320142407,-0.7666033014966945,-1.0997907117568984,0.4815479946234433,1.0243728346347438,-0.3187012311016772,1
